,time,tavg,tmin,tmax,prcp
4820,14-03-2003,26.4,21.0,32.9,0.0
4821,15-03-2003,27.4,21.4,33.8,0.0
4822,16-03-2003,26.0,21.9,31.6,0.3
4823,17-03-2003,25.3,21.6,32.9,0.0
4824,18-03-2003,25.7,20.9,32.2,0.3
4825,19-03-2003,27.0,21.2,33.4,0.8
4827,21-03-2003,26.0,20.8,33.2,2.0
4828,22-03-2003,25.8,19.5,32.7,0.0
4829,23-03-2003,26.5,18.4,34.1,0.0
4830,24-03-2003,26.7,17.2,34.6,0.0
